id,title,location,experience,skills,company,salary,description,posted_date,type,url
280918001664,Data Science,Mumbai,2-4 yrs,"Algorithms, Machine Learning, Python, Java, Data Science, R, Spark, SCALA...",Netcore Solutions Pvt Ltd,"    2,00,000 - 7,00,000 P.A.  ",At least 2 year of experience in data engineering or machine learning roles;Prior experience of ...,1 day ago,hotjob,https://www.naukri.com/job-listings-Data-Science-Netcore-Solutions-Pvt-Ltd-Mumbai-2-to-4-years-280918001664?src=jobsearchDesk&sid=15382132558488&xp=1&px=1
280818003404,Analyst / Sr. Analyst (data Science),Gurgaon,5-8 yrs,"predictive modeling, predictive analytics, machine learning, data science...",Cvent India Pvt. Ltd.,"    5,00,000 - 10,00,000 P.A.  ",Strong experience on providing predictive modelling solutions to clients;Good understanding of ...,Today,hotjob,https://www.naukri.com/job-listings-Analyst-Sr-Analyst-data-Science-Cvent-India-Pvt-Ltd-Gurgaon-5-to-8-years-280818003404?src=jobsearchDesk&sid=15382132558488&xp=2&px=1
280918008755,ETL Lead & Data Science,"Chennai, Bengaluru, Mumbai, Pune, Noida",7-10 yrs,"SQL, Data Analysis, Text Mining, SAS, R, Statistical Modeling...",COMPUTER POWER GROUP PRIVATE LIMITED,"    10,00,000 - 15,00,000 P.A.  ",Industry experience in building and operationalizing various machine and deep learning models in finance/ ...,1 day ago,hotjob,https://www.naukri.com/job-listings-ETL-Lead-Data-Science-COMPUTER-POWER-GROUP-PRIVATE-LIMITED-Chennai-Bengaluru-Mumbai-Pune-Noida-7-to-10-years-280918008755?src=jobsearchDesk&sid=15382132558488&xp=3&px=1
270918901342,Specialist - Data Science,"Delhi NCR, Bengaluru, Gurgaon",7-12 yrs,"Specialist - Data Science, Data Science, data science programming, R...",Brainsearch Consulting Pvt Ltd.Â ,  Not disclosed ,"- Experience with one or more data science programming language, such as R, Python, SAS, etc ...",1 day ago,premium,https://www.naukri.com/job-listings-Specialist-Data-Science-Brainsearch-Consulting-Pvt-Ltd-Delhi-NCR-Bengaluru-Gurgaon-7-to-12-years-270918901342?src=jobsearchDesk&sid=15382132558488&xp=4&px=1
260918002450,Group Manager - Data Science - Python/nlp,Bengaluru,6-11 yrs,"machine learning, text mining, r, nlp, data science, python...",Staffio HR,  Not disclosed ,"- This is a Team management role  - Skill set - Python with Machine learning, NLP, Text Mining, ...",1 day ago,premium,https://www.naukri.com/job-listings-Group-Manager-Data-Science-Python-nlp-Staffio-HR-Bengaluru-6-to-11-years-260918002450?src=jobsearchDesk&sid=15382132558488&xp=5&px=1
270918000257,"Data Analyst / Data Science - Excel,sql,sas,python, R - Analytics Team","Delhi NCR, Gurgaon, Noida",0-5 yrs,"data analyst, reporting analyst, sas, statistics, sas programmer...",SLA Consultants India,"    2,00,000 - 4,25,000 P.A.  ",,2 days ago,prefjob,https://www.naukri.com/job-listings-Data-Analyst-Data-Science-Excel-sql-sas-python-R-Analytics-Team-SLA-Consultants-India-Delhi-NCR-Gurgaon-Noida-0-to-5-years-270918000257?src=jobsearchDesk&sid=15382132558488&xp=6&px=1
270918002661,Trainee Data Science,"Mumbai, Bengaluru, Pune",0-1 yrs,"data science, Information Technology",MNC,"    4,00,000 - 8,00,000 P.A.  ",,2 days ago,classified,https://www.naukri.com/job-listings-Trainee-Data-Science-MNC-Mumbai-Bengaluru-Pune-0-to-1-years-270918002661?src=jobsearchDesk&sid=15382132558488&xp=7&px=1
260918001552,Solution Architect - Data Science,Mumbai,4-9 yrs,"Deep Learning, Python, NLP, Data Science, Computer Vision...",Quantiphi Analytics Solutions Pvt. Ltd.,  Not disclosed ,- The experience of working in a category defining high growth startup in the transformational AI domain ...,3 days ago,premium,https://www.naukri.com/job-listings-Solution-Architect-Data-Science-Quantiphi-Analytics-Solutions-Pvt-Ltd-Mumbai-4-to-9-years-260918001552?src=jobsearchDesk&sid=15382132558488&xp=8&px=1
250918900817,Director - Data Science,Anywhere inindia,10-15 yrs,"Data Science, statistical modeling, predictive modelling, machine learning,...",Rinalytics Advisors,  Not disclosed ,Masters or PhD with experience in the area of data science specializing in a relevant field such as ...,3 days ago,premium,https://www.naukri.com/job-listings-Director-Data-Science-Rinalytics-Advisors-Anywhere-inindia-10-to-15-years-250918900817?src=jobsearchDesk&sid=15382132558488&xp=9&px=1
250918900279,Data Science Engineer - Machine Learning,Chennai,5-10 yrs,"Hadoop, Hive, Data Science, Spark, Machine Learning, R, Python, Big Data...",Resource Weaver,  Not disclosed ,- Experience with machine learning algorithms and data mining techniques;- Experience with statistical ...,3 days ago,premium,https://www.naukri.com/job-listings-Data-Science-Engineer-Machine-Learning-Resource-Weaver-Chennai-5-to-10-years-250918900279?src=jobsearchDesk&sid=15382132558488&xp=10&px=1
240918900946,Data Science Research Manager - IT,Bengaluru,10-15 yrs,"R, Analytics, SQL, Statistical Modeling, Machine Learning...",Peopleton Solutions,  Not disclosed ,"- Working experience with machine learning algorithms: linear/logistic regression, random forest, ...",4 days ago,premium,https://www.naukri.com/job-listings-Data-Science-Research-Manager-IT-Peopleton-Solutions-Bengaluru-10-to-15-years-240918900946?src=jobsearchDesk&sid=15382132558488&xp=11&px=1
170818003319,Urgent Hiring for Full Time Trainer in DATA Science/ Machine Learning,Noida,0-3 yrs,"data science, Python, Machine learning, Datascience...",K V Computer Home Private limited,"    1,00,000 - 3,00,000 P.A.  ",,7 days ago,prefjob,https://www.naukri.com/job-listings-Urgent-Hiring-for-Full-Time-Trainer-in-DATA-Science-Machine-Learning-K-V-Computer-Home-Private-limited-Noida-0-to-3-years-170818003319?src=jobsearchDesk&sid=15382132558488&xp=12&px=1
240918007021,Opening For FULL / PART TIME Trainer in DATA Science/ Machine Learning,Noida(Sector-2 Noida),0-2 yrs,"ec, ee, cs, mca, bca, 2013, 2014, ai, machine learning, r language...",Data Science / Machine LearningTrainer,"    1,25,000 - 3,00,000 P.A.  ",,5 days ago,classified,https://www.naukri.com/job-listings-Opening-For-FULL-PART-TIME-Trainer-in-DATA-Science-Machine-Learning-Data-Science-Machine-LearningTrainer-Noida-Sector-2-Noida-0-to-2-years-240918007021?src=jobsearchDesk&sid=15382132558488&xp=13&px=1
250918900887,Manager - Operations - Data Science Course - Edtech,Bengaluru,3-6 yrs,"Operations, Manager - Operations, Project Management, People Management...",Change Leaders,  Not disclosed ,- Ownership of Program Office (Data Science) activities covering all aspects of program delivery & ...,3 days ago,premium,https://www.naukri.com/job-listings-Manager-Operations-Data-Science-Course-Edtech-Change-Leaders-Bengaluru-3-to-6-years-250918900887?src=jobsearchDesk&sid=15382132558488&xp=14&px=1
220918900180,Strategic Project & Operations Analyst - Data Science,Gurgaon,3-5 yrs,"Strategic Project & Operations Analyst, Data Science, Cassandra, Spark...",BlackRock Services India Pvt. Ltd.,  Not disclosed ,,7 days ago,prefjob,https://www.naukri.com/job-listings-Strategic-Project-Operations-Analyst-Data-Science-BlackRock-Services-India-Pvt-Ltd-Gurgaon-3-to-5-years-220918900180?src=jobsearchDesk&sid=15382132558488&xp=15&px=1
220918900173,Strategic Project & Operations - Data Science Associate,Gurgaon,5-8 yrs,"Data Science, Reuters, Bloomberg, IDC, Cassandra, Spark, Storm, Kafka...",BlackRock Services India Pvt. Ltd.,  Not disclosed ,"Candidates should have experience or interest in tackling data-related finance issues, analytics and ...",4 days ago,premium,https://www.naukri.com/job-listings-Strategic-Project-Operations-Data-Science-Associate-BlackRock-Services-India-Pvt-Ltd-Gurgaon-5-to-8-years-220918900173?src=jobsearchDesk&sid=15382132558488&xp=16&px=1
220918002725,Data Science Trainer / Bigdata Hadoop Trainer in a Leading IT Company,"Chandigarh, Mohali",0-5 yrs,"machine learning, data science, python, hadoop, bigdata, big data, big data...",Piford Technologies (P) Ltd,"    1,25,000 - 4,00,000 P.A. Best salary as per Industry & ...  ",,7 days ago,classified,https://www.naukri.com/job-listings-Data-Science-Trainer-Bigdata-Hadoop-Trainer-in-a-Leading-IT-Company-Piford-Technologies-P-Ltd-Chandigarh-Mohali-0-to-5-years-220918002725?src=jobsearchDesk&sid=15382132558488&xp=17&px=1
190918008695,Walk-in Drive for Data Science on 29th Sep @ Bangalore,Bengaluru,4-9 yrs,"Text Mining, Hive, Hadoop, SQL, Data Science, Data Integration...",Hexaware Technologies Ltd.,  Not disclosed ,,4 days ago,prefjob,https://www.naukri.com/job-listings-Walk-in-Drive-for-Data-Science-on-29th-Sep-Bangalore-Hexaware-Technologies-Ltd-Bengaluru-4-to-9-years-190918008695?src=jobsearchDesk&sid=15382132558488&xp=18&px=1
100918001371,Immediate Requirement for Data Science Trainer/faculty,Hyderabad,3-8 yrs,"data science, python, tableau, r, strong analytical skills...",Peers Technologies (P) Ltd.,  Not disclosed ,,5 days ago,classified,https://www.naukri.com/job-listings-Immediate-Requirement-for-Data-Science-Trainer-faculty-Peers-Technologies-P-Ltd-Hyderabad-3-to-8-years-100918001371?src=jobsearchDesk&sid=15382132558488&xp=19&px=1
240918007387,Data Science Engineer,Hyderabad,5-10 yrs,"Data Science, Big Data Ecosystem, Cassandra, MongoDB, Tableau, Qlikview...",HighPoints Technologies India (P) Ltd.,  Not disclosed ,"Experience of data warehousing technologies including data modeling, ETL and reporting, end-to-end data ...",5 days ago,hotjob,https://www.naukri.com/job-listings-Data-Science-Engineer-HighPoints-Technologies-India-P-Ltd-Hyderabad-5-to-10-years-240918007387?src=jobsearchDesk&sid=15382132558488&xp=20&px=1
220918001639,Head of Data Science (chief Data Scientist),Chennai,9-14 yrs,"data science, analytics, Scorecard, Algorithms, Python, SAS...",Human Capital for Third Sector,  Not disclosed ,- Around 10+ years of professional experience in Analytics including strong retail analytics experience ...,4 days ago,premium,https://www.naukri.com/job-listings-Head-of-Data-Science-chief-Data-Scientist-Human-Capital-for-Third-Sector-Chennai-9-to-14-years-220918001639?src=jobsearchDesk&sid=15382132558488&xp=21&px=1
240918005611,Talent Search Consultant - Data Science & Analytics,"Bengaluru, Chennai",2-7 yrs,"Hiring, Data Science, Analytics, Big Data, Risk Management, IT Recruitment,...",Rinalytics Advisors Pvt. Ltd,"    2,50,000 - 7,50,000 P.A.  ",,5 days ago,classified,https://www.naukri.com/job-listings-Talent-Search-Consultant-Data-Science-Analytics-Rinalytics-Advisors-Pvt-Ltd-Bengaluru-Chennai-2-to-7-years-240918005611?src=jobsearchDesk&sid=15382132558488&xp=22&px=1
180918004873,Senior Consultant (data Sciences),Gurgaon,6-8 yrs,"Natural Language Processing, NLP, Data Science, Neural Networks, NoSQL...",AbsolutData Research  Analytics Solutions Pvt. Lt,  Not disclosed ,Experience in productionizing the machine learning models for analytics-based SaaS (Software as a ...,11 days ago,hotjob,https://www.naukri.com/job-listings-Senior-Consultant-data-Sciences-AbsolutData-Research-Analytics-Solutions-Pvt-Lt-Gurgaon-6-to-8-years-180918004873?src=jobsearchDesk&sid=15382132558488&xp=23&px=1
260918900728,Data Science Manager,"Bengaluru, Pune",6-10 yrs,"Business analysis, Analytical, Data collection, Predictive modeling, Google...",Allstate Solutions Private Limited,  Not disclosed ,"Excellent knowledge of open data science tool kits,  like R,  Python is a must;Experience in working ...",3 days ago,premium,https://www.naukri.com/job-listings-Data-Science-Manager-Allstate-Solutions-Private-Limited-Bengaluru-Pune-6-to-10-years-260918900728?src=jobsearchDesk&sid=15382132558488&xp=24&px=1
210918900122,Data Science,"Hyderabad, Pune",3-8 yrs,"Data Science, R, Machine Learning, Stat, Python, Data Analytics, Big Data...",Walking Tree Consultancy Services,  Not disclosed ,2-5 years of progressive experience in building complex data analytics solution;2-5 years of progressive ...,5 days ago,premium,https://www.naukri.com/job-listings-Data-Science-Walking-Tree-Consultancy-Services-Hyderabad-Pune-3-to-8-years-210918900122?src=jobsearchDesk&sid=15382132558488&xp=25&px=1
210918009295,Data Science Analytics Trainer - Part Time (weekends Only),Pune(Viman Nagar),4-9 yrs,"machine learning, data science, data scientist, statistical modeling...",MARSIAN Technologies LLP,  Not disclosed ,Classes need to be conducted only in weekends - 3 hrs on Saturday AND 3 hours on Sunday in different ...,8 days ago,hotjob,https://www.naukri.com/job-listings-Data-Science-Analytics-Trainer-Part-Time-weekends-Only-MARSIAN-Technologies-LLP-Pune-Viman-Nagar-4-to-9-years-210918009295?src=jobsearchDesk&sid=15382132558488&xp=26&px=1
200918900951,Strategic Project & Operations - Data Science Associate,Gurgaon,5-8 yrs,"Data Science, R, Machine Learning, Python, Spark, Maintenance, Hadoop...",BlackRock Services India Pvt. Ltd.,  Not disclosed ,,9 days ago,prefjob,https://www.naukri.com/job-listings-Strategic-Project-Operations-Data-Science-Associate-BlackRock-Services-India-Pvt-Ltd-Gurgaon-5-to-8-years-200918900951?src=jobsearchDesk&sid=15382132558488&xp=27&px=1
200918005224,Data Science Engineer,"Bengaluru, Noida",3-7 yrs,"Hive, NoSQL, HBase, Pig, Cassandra, SQL, Machine Learning, Python...",Startup - Involvio,  Not disclosed ,"Experience with common data science toolkits, such as R, Weka, NumPy, MatLab, etc;Experience with data ...",5 days ago,premium,https://www.naukri.com/job-listings-Data-Science-Engineer-Startup-Involvio-Bengaluru-Noida-3-to-7-years-200918005224?src=jobsearchDesk&sid=15382132558488&xp=28&px=1
190918003753,Associate Project Manager- Data Science,Noida,8-12 yrs,"deep learning, natural language processing, information retrieval...",IRIS SOFTWARE Inc,  Not disclosed ,Should have managed 10-20 team member projects;Should have exp in leading a team;Have experience in ...,10 days ago,premium,https://www.naukri.com/job-listings-Associate-Project-Manager-Data-Science-IRIS-SOFTWARE-Inc-Noida-8-to-12-years-190918003753?src=jobsearchDesk&sid=15382132558488&xp=29&px=1
180918900697,Head - Data Science & Analytics - Financial Services,Noida,6-11 yrs,"Data Science, Analytics, Data Mining, Machine Learning, Factor Analysis...",Dimensions HRD Consultants,  Not disclosed ,"- Incumbent must have Operational understanding includes classical regression, statistical methods like ...",10 days ago,premium,https://www.naukri.com/job-listings-Head-Data-Science-Analytics-Financial-Services-Dimensions-HRD-Consultants-Noida-6-to-11-years-180918900697?src=jobsearchDesk&sid=15382132558488&xp=30&px=1
170918900714,Data Science Engineer - Machine Learning/r,Hyderabad,3-7 yrs,"Machine Learning, Deep Learning, Natural Language Processing, R...",Vidooly - Startup,  Not disclosed ,"BS/ MS in computer science, software engineering, statistics, calculus and algebra or related field ...",10 days ago,premium,https://www.naukri.com/job-listings-Data-Science-Engineer-Machine-Learning-r-Vidooly-Startup-Hyderabad-3-to-7-years-170918900714?src=jobsearchDesk&sid=15382132558488&xp=31&px=1
170918006398,Data Science/data Scientist - Machine Learning,Chennai(Mandaveli),7-12 yrs,"Deep Learning, Data Science, Machine Learning, R, Python, SQL, Data Mining,...",Matrimony.com Limited,  Not disclosed ,"Contribute to the improvement of  data science infrastructure, incorporating the ground experience and ...",10 days ago,premium,https://www.naukri.com/job-listings-Data-Science-data-Scientist-Machine-Learning-Matrimony-com-Limited-Chennai-Mandaveli-7-to-12-years-170918006398?src=jobsearchDesk&sid=15382132558488&xp=32&px=1
140918900132,Cyber Security Data Science Engineer,Bengaluru,2-7 yrs,"Spark, Java, SCALA, Hadoop, Data Science, Python, Machine Learning, R...",JoulestoWatts Business Solutions Pvt Ltd,  Not disclosed ,"1) Must have experience of working with cyber security products, in terms of development, cyber security ...",15 days ago,hotjob,https://www.naukri.com/job-listings-Cyber-Security-Data-Science-Engineer-JoulestoWatts-Business-Solutions-Pvt-Ltd-Bengaluru-2-to-7-years-140918900132?src=jobsearchDesk&sid=15382132558488&xp=33&px=1
050918004969,Data Science Engineer @ Pune,Pune,8-13 yrs,"Machine Learning, Data Science, Statistical Modeling, R programming",iglance Systems LLP,  Not disclosed ,,12 days ago,classified,https://www.naukri.com/job-listings-Data-Science-Engineer-Pune-iglance-Systems-LLP-Pune-8-to-13-years-050918004969?src=jobsearchDesk&sid=15382132558488&xp=34&px=1
260518001114,SPi Technology - DATA Science Company - Looking for DATA Scientists,Chennai,3-8 yrs,"data science, machine learning, data analysis, data analytics, python...",SPI TECHNOLOGIES INDIA PRIVATE LIMITED,  Not disclosed ,Demonstrated capability to pick up required software ...,18 days ago,premium,https://www.naukri.com/job-listings-SPi-Technology-DATA-Science-Company-Looking-for-DATA-Scientists-SPI-TECHNOLOGIES-INDIA-PRIVATE-LIMITED-Chennai-3-to-8-years-260518001114?src=jobsearchDesk&sid=15382132558488&xp=35&px=1
120918003158,Data Science Trainer,Chennai,10-15 yrs,"Deep Learning, NLP, Linear Regression, Data Science, Neural Networks, R...",Pathfinder Enterprise Solutions Pvt Ltd,  Not disclosed ,About 10+ years experience in Data Science/Machine Learning/Analytics;Should have proven skills in ...,17 days ago,hotjob,https://www.naukri.com/job-listings-Data-Science-Trainer-Pathfinder-Enterprise-Solutions-Pvt-Ltd-Chennai-10-to-15-years-120918003158?src=jobsearchDesk&sid=15382132558488&xp=36&px=1
110918001672,"Big Data, Data Science and AI Engineer",Coimbatore,2-5 yrs,"Data Science, Machine Learning, Big Data, Software Development",Startup - icliniq.com,  Not disclosed ,"Proven experience in working with Big Data, AI and Machine Learning ...",17 days ago,premium,https://www.naukri.com/job-listings-Big-Data-Data-Science-and-AI-Engineer-Startup-icliniq-com-Coimbatore-2-to-5-years-110918001672?src=jobsearchDesk&sid=15382132558488&xp=37&px=1
100918006414,"Data Science  - 3+ Years of exp , Chennai",Chennai(Dhandeeswaram Nagar),2-7 yrs,"Deep Learning, Machine Learning, NLP, Python, Data Science, R, Statistics...",Tekclan Software Solutions Private limited,  Not disclosed ,"3 + years experience with analytical software tools such as Python, R, SAS, Matlab;Qualified candidates ...",17 days ago,premium,https://www.naukri.com/job-listings-Data-Science-3-Years-of-exp-Chennai-Tekclan-Software-Solutions-Private-limited-Chennai-Dhandeeswaram-Nagar-2-to-7-years-100918006414?src=jobsearchDesk&sid=15382132558488&xp=38&px=1
080918004151,Data Science/ Python Developer,Noida(Sector-59 Noida),2-7 yrs,"Python, Django, Data Science, Machine Learning, R, SQL, Spark...",Polestar Solutions And Services India Pvt. Ltd.,"    4,00,000 - 7,50,000 P.A.  ",Should have 2+ years creating predictive models using advance machine learning;Should have an expert ...,21 days ago,hotjob,https://www.naukri.com/job-listings-Data-Science-Python-Developer-Polestar-Solutions-And-Services-India-Pvt-Ltd-Noida-Sector-59-Noida-2-to-7-years-080918004151?src=jobsearchDesk&sid=15382132558488&xp=39&px=1
060918901943,Data Science (jupyter/azure Ml/matlab),Bengaluru,1-5 yrs,"MATLAB, Data mining, Machine learning, Outsourcing, Artificial Intelligence...",Accenture,  Not disclosed ,,22 days ago,prefjob,https://www.naukri.com/job-listings-Data-Science-jupyter-azure-Ml-matlab-Accenture-Bengaluru-1-to-5-years-060918901943?src=jobsearchDesk&sid=15382132558488&xp=40&px=1
060918901929,Data Science (jupyter/azure Ml/matlab),Bengaluru,1-5 yrs,"Python, MATLAB, Data mining, Machine learning, Outsourcing...",Accenture,  Not disclosed ,,22 days ago,prefjob,https://www.naukri.com/job-listings-Data-Science-jupyter-azure-Ml-matlab-Accenture-Bengaluru-1-to-5-years-060918901929?src=jobsearchDesk&sid=15382132558488&xp=41&px=1
060918900776,Data Science (jupyter/azure Ml/matlab),Bengaluru,2-5 yrs,"Python, MATLAB, Data mining, Machine learning, Outsourcing, Operations...",Accenture,  Not disclosed ,,23 days ago,prefjob,https://www.naukri.com/job-listings-Data-Science-jupyter-azure-Ml-matlab-Accenture-Bengaluru-2-to-5-years-060918900776?src=jobsearchDesk&sid=15382132558488&xp=42&px=1
060718006716,"Data Science,machine Learning, NLP, SAS, R, Mongodb,nosql",Mumbai,7-11 yrs,"hadoop, nosql, data science, nlp, sql, r, MongoDB, Machine Learning...",Careernet Technologies Pvt Ltd,  Not disclosed ,"At least 7 years of work experience as a data scientist;Experience with common d ata science toolkits, ...",27 days ago,premium,https://www.naukri.com/job-listings-Data-Science-machine-Learning-NLP-SAS-R-Mongodb-nosql-Careernet-Technologies-Pvt-Ltd-Mumbai-7-to-11-years-060718006716?src=jobsearchDesk&sid=15382132558488&xp=43&px=1
050718007193,DGM- Operation Research and Forecasting(data Science),Mumbai,10-20 yrs,"operations research, senior management, revenue management...",Go Airlines (India) Pvt. Ltd.,  Not disclosed ,Job Description  We are looking out for the position of DGM operation research and ...,29 days ago,premium,https://www.naukri.com/job-listings-DGM-Operation-Research-and-Forecasting-data-Science-Go-Airlines-India-Pvt-Ltd-Mumbai-10-to-20-years-050718007193?src=jobsearchDesk&sid=15382132558488&xp=44&px=1
030918901783,Data Science (jupyter/azure Ml/matlab),Bengaluru,4-7 yrs,"SAP, Python, MATLAB, Enterprise applications, Data analysis...",Accenture,  Not disclosed ,Accenture Technology powers our clients businesses with innovative technologies established and emerging ...,25 days ago,hotjob,https://www.naukri.com/job-listings-Data-Science-jupyter-azure-Ml-matlab-Accenture-Bengaluru-4-to-7-years-030918901783?src=jobsearchDesk&sid=15382132558488&xp=45&px=1
030918900398,"Data Science Associate Consultant (pune, India)",Pune,3-5 yrs,"data science, machine learning, data mining, analytics, client solutions...",ZS Associates {India} Pvt Ltd,  Not disclosed ,,26 days ago,prefjob,https://www.naukri.com/job-listings-Data-Science-Associate-Consultant-pune-India-ZS-Associates-India-Pvt-Ltd-Pune-3-to-5-years-030918900398?src=jobsearchDesk&sid=15382132558488&xp=46&px=1
030918900204,Data Science Associate Consultant,Delhi,3-5 yrs,"Text Mining, Data Science, R, Machine Learning, Predictive Modeling...",ZS Associates {India} Pvt Ltd,  Not disclosed ,"High motivation, good work ethic and maturity;In lieu of a PhD, 3-5 years of relevant post-collegiate ...",24 days ago,premium,https://www.naukri.com/job-listings-Data-Science-Associate-Consultant-ZS-Associates-India-Pvt-Ltd-Delhi-3-to-5-years-030918900204?src=jobsearchDesk&sid=15382132558488&xp=47&px=1
030918900064,Data Science Lead,Bengaluru,5-10 yrs,"Data Science Lead, Data Science, product development, algorithms...",D Cube Analytics- Startup,  Not disclosed ,Experience in applying machine learning techniques to real-world problems in a production environment ...,24 days ago,premium,https://www.naukri.com/job-listings-Data-Science-Lead-D-Cube-Analytics-Startup-Bengaluru-5-to-10-years-030918900064?src=jobsearchDesk&sid=15382132558488&xp=48&px=1
010918002291,Data Science Manager,Pune,12-22 yrs,"data science, computer science, r, python, software product development...",Nice interactive solutions India pvt ltd,  Not disclosed ,Liaise with the scrum master and scrum teams to promote good work practices and continuous improvement ...,26 days ago,premium,https://www.naukri.com/job-listings-Data-Science-Manager-Nice-interactive-solutions-India-pvt-ltd-Pune-12-to-22-years-010918002291?src=jobsearchDesk&sid=15382132558488&xp=49&px=1
250718004720,"Manager Data Science AI ML, Hyderabad / Chennai","Chennai, Hyderabad",12-15 yrs,"Text Mining, Deep Learning, Data Analysis, Machine Learning, Data Science...",Technogen India Private Limited,"    22,50,000 - 35,00,000 P.A.  ",Excellent oral and written communications skills and experience interacting with both business and IT ...,15 days ago,premium,https://www.naukri.com/job-listings-Manager-Data-Science-AI-ML-Hyderabad-Chennai-Technogen-India-Private-Limited-Chennai-Hyderabad-12-to-15-years-250718004720?src=jobsearchDesk&sid=15382132558488&xp=50&px=1
290818901552,Head - Data Science/enterprise AI - PhD,"Bengaluru, Hyderabad, Pune",12-18 yrs,"solutioning, data science, people management, competency development...",Rinalytics Advisors,  Not disclosed ,"- Pre-sales, solutioning, delivery experience;- Should have PnL Responsibility, People Management, ...",29 days ago,premium,https://www.naukri.com/job-listings-Head-Data-Science-enterprise-AI-PhD-Rinalytics-Advisors-Bengaluru-Hyderabad-Pune-12-to-18-years-290818901552?src=jobsearchDesk&sid=15382132569365&xp=1&px=2
280818900520,Data Science Engineer - Machine Learning,Delhi NCR,1-5 yrs,"Machine Learning, Python, NLP, Neural Networks, Data Science, R, Algorithms...",Kalagato - Startup,  Not disclosed ,"1-5 years of work experience, prior experience in design high performance algorithms a must;Finance ...",29 days ago,premium,https://www.naukri.com/job-listings-Data-Science-Engineer-Machine-Learning-Kalagato-Startup-Delhi-NCR-1-to-5-years-280818900520?src=jobsearchDesk&sid=15382132569365&xp=2&px=2
270818900875,Data Science for Banking,Bengaluru,4-8 yrs,"Python, Machine learning, Outsourcing, Artificial Intelligence, Operations,...",Accenture,  Not disclosed ,Accenture Technology powers our clients businesses with innovative technologies established and emerging ...,30 days ago,premium,https://www.naukri.com/job-listings-Data-Science-for-Banking-Accenture-Bengaluru-4-to-8-years-270818900875?src=jobsearchDesk&sid=15382132569365&xp=3&px=2
230818900434,Director of Data Science,Noida,5-8 yrs,"Data Science, SQL, Advanced Analytics, Machine Learning, R, Python...",Deal4Loans - Startup,  Not disclosed ,You should be able to develop high-level relationships with partners - you will develop partnerships and ...,37 days ago,hotjob,https://www.naukri.com/job-listings-Director-of-Data-Science-Deal4Loans-Startup-Noida-5-to-8-years-230818900434?src=jobsearchDesk&sid=15382132569365&xp=4&px=2
230818900165,Manager / Sr. Manager Data Science,Bengaluru,9-12 yrs,"Data Science, Image Analysis, NLP, Wake, Mallet, OpenCV, Scikit...",Conversant Software Development And Campaign Management Services LLP,  Not disclosed ,Experience in building deep learning models for Text Analysis using CNNs/RNNs;Experience in building ...,37 days ago,hotjob,https://www.naukri.com/job-listings-Manager-Sr-Manager-Data-Science-Conversant-Software-Development-And-Campaign-Management-Services-LLP-Bengaluru-9-to-12-years-230818900165?src=jobsearchDesk&sid=15382132569365&xp=5&px=2
220818901533,Senior Consultant - Data Science,Bengaluru,4-6 yrs,"Predictive Analytics, Data Science, Predictive Modeling, Data Analytics...",Allstate Solutions Private Limited,  Not disclosed ,"Proficiency in open data science tool kits, like R, Python is a must;Individuals in this field should be ...",38 days ago,premium,https://www.naukri.com/job-listings-Senior-Consultant-Data-Science-Allstate-Solutions-Private-Limited-Bengaluru-4-to-6-years-220818901533?src=jobsearchDesk&sid=15382132569365&xp=6&px=2
210818900460,Director - Data Science - KPO,"Bengaluru, Hyderabad, Chennai",10-15 yrs,"Text Mining, Data Science, Statistical Modeling, Predictive Modeling...",Rinalytics Advisors,  Not disclosed ,Masters or PhD with experience in the area of data science specializing in a relevant field such as ...,38 days ago,premium,https://www.naukri.com/job-listings-Director-Data-Science-KPO-Rinalytics-Advisors-Bengaluru-Hyderabad-Chennai-10-to-15-years-210818900460?src=jobsearchDesk&sid=15382132569365&xp=7&px=2
210818900456,Vice President - Data Science - KPO,"Mumbai, Bengaluru",10-15 yrs,"Data Science, Data Mining, Data Analysis, Predictive Modeling...",Rinalytics Advisors,  Not disclosed ,Developing data science solutions to enhance product ability and user experience;Should have a strong ...,38 days ago,premium,https://www.naukri.com/job-listings-Vice-President-Data-Science-KPO-Rinalytics-Advisors-Mumbai-Bengaluru-10-to-15-years-210818900456?src=jobsearchDesk&sid=15382132569365&xp=8&px=2
160818901487,Director - Data Science - IT,Bengaluru,15-20 yrs,"SAS, Text Mining, R, Advanced Analytics, SQL, Statistical Modeling, Machine...",GAMA India,  Not disclosed ,- Should have strong experience in implementing advanced analytics approaches including statistical ...,43 days ago,premium,https://www.naukri.com/job-listings-Director-Data-Science-IT-GAMA-India-Bengaluru-15-to-20-years-160818901487?src=jobsearchDesk&sid=15382132569365&xp=9&px=2
160818000224,Data Science Lead,Hyderabad,5-7 yrs,"data analysis, predictive analytics, data mining, data science...",Finisar Technology India Pvt Ltd,  Not disclosed ,He/She should have 3-5 years relevant work experience in predictive analytics/forecasting space and have ...,43 days ago,premium,https://www.naukri.com/job-listings-Data-Science-Lead-Finisar-Technology-India-Pvt-Ltd-Hyderabad-5-to-7-years-160818000224?src=jobsearchDesk&sid=15382132569365&xp=10&px=2
